u,v,length_meters
7120518753,7120518754,10.268261499091889
7120518753,4133757767,67.6030272956474
7120518755,7025491715,10.578726682459557
7120518755,6061498589,98.29951053828331
84766401,84831377,207.63984650035127
84766401,3581177331,304.92443792763737
84766401,84831360,720.9179060332015
84831377,84831383,333.46972762527315
84831377,84794854,453.34113422686323
84831377,7111799261,179.97096941041366
84831377,3581177331,101.26661965129274
3581177331,84794854,351.14565389552206
84831360,84831357,158.49585836200902
84831360,84926092,67.94354583241984
84766404,84766404,70.4730549938147
84766404,4718916115,32.58451508553429
4718916115,84875967,21.794351247513926
4718916115,4718916113,52.31216066316967
84766707,4072028492,295.8947636897011
84766707,9554056352,188.40308962400502
84766707,84774443,165.25897295404909
9554056352,9554056361,35.857798937000545
9554056352,9554056371,41.04303902473976
84774443,84774412,158.94020633988552
84774443,84853933,89.89887280367317
84767369,84767369,65.13969926528816
84768503,3304882383,137.43266733004984
84768503,3304880554,14.333049549249486
3304882383,3304880556,14.288827862933173
3304882383,84883078,107.21524864867203
3304880554,3304880553,13.712361692635527
3304880554,3304880556,137.99341940572393
84769121,84769141,191.19143390583508
84769121,84769121,184.77492547513964
84769141,84874901,115.31024192257638
84769141,10295576162,174.71958699620888
84874901,84853515,20.160689656102317
84874901,84872679,113.9160478877074
10295576162,6054774704,149.5310420208914
10295576162,2369912070,103.49195938590525
84769402,2166438471,11.619537207181374
84769402,537627183,129.02482035944615
84769402,84869459,359.21982733771097
2166438471,2166438465,358.87123718083586
537627183,84778495,140.15472755958118
84769782,4133757767,11.239388708158986
84769782,7120518754,67.36597210738265
84769782,3884809787,109.61226765826368
4133757767,3919850944,108.74220981980578
7120518754,3919850938,12.067029576169304
84771084,84771088,37.57242753180057
84771084,84804179,46.192750989237894
84771084,84771106,85.99883804392712
84771088,84771088,66.97578755767742
84804179,3708176361,70.24184474386927
84771106,84771108,35.23694590484199
84771106,3708176408,50.0829816291873
84771106,3801402418,61.007969637468676
84771106,6062730827,63.01305474163381
84771108,84771108,68.93606942180311
3708176408,3708176408,71.58825130338523
3801402418,7071334716,110.55295741045532
3801402418,3801402419,14.187910126801073
3801402418,6062730827,10.14772343945131
84771366,84861351,129.80122743177893
84771366,10734397779,12.195184331885295
84771366,10734397780,21.053488489143426
84861351,84861353,50.81258738375185
84861351,84888106,247.75224800909263
10734397779,84908708,130.08619257959356
10734397779,10734397785,7.8344209195813175
84771556,84771558,15.081044533343498
84771556,84879730,126.70894338201967
84771556,84879717,120.73383603963299
84771558,84771558,61.322560861587064
84879730,84899761,172.78157067413878
84879730,84879738,155.0937846152428
84879717,84831354,153.4192134368485
84879717,84879711,106.16658867718928
84879717,84881609,219.81799197670875
84772827,84832041,46.41420492696823
84772827,84832039,47.73616777760876
84772827,84772836,122.36517906679894
84832041,84821557,54.544479669788025
84832041,84885532,211.27557262791652
84832039,84832038,55.80956537915538
84832039,84892364,210.31551727426887
84832039,84832039,253.3278528071987
84773498,4020832433,192.04622018254577
84773498,2089578882,264.86118431415196
84773498,3985435421,514.5732390227219
2089578882,84822953,13.715993025012647
2089578882,2089578881,136.26992649357618
2089578882,2089578885,171.353041226141
3985435421,3985435408,15.383437861953821
3985435421,3584856504,17.752656737574874
84853933,3041198339,115.2482277985674
84775193,84904148,104.42048270844913
84904148,84836886,204.66179336087924
84904148,84844339,100.86312374775949
84775573,6576531749,511.2949543382473
84775573,6576531750,510.1575957846899
6576531749,6576531750,15.381461019354514
6576531749,10118407817,109.0325960955867
84776208,84834837,328.346900410275
84776208,618869376,57.15793732043127
84776208,618869392,60.14626661599347
84834837,3548321951,19.02330322104965
84834837,3548321943,420.5643063071742
84822583,618869056,395.54043115596556
84822583,618869302,35.51649227168738
84776894,84848919,13.067676447238956
84848919,84841496,40.975041622893556
84848919,7756275489,8.722772041528348
84778243,84841667,308.5556385522832
84841667,84827254,1514.1018666070759
84841667,84903109,321.1569397751533
84778400,2166438476,73.58740616931941
2166438476,84778495,11.807105284683534
2166438476,2166438477,150.75812569198666
84778495,84870223,150.4864751446209
84870223,2166438477,12.091786878606678
84870223,2166438482,338.71075186170935
84779110,84855216,70.50304795874384
84855216,84855215,93.74810450439914
84855216,84855218,93.26078749318538
84855216,84882560,201.048561866719
84785497,84785486,115.36612640775701
84936424,84785486,81.17221030126055
84936424,84850700,43.09283420384555
84780543,7064575340,360.5661009148765
7064575340,84836456,187.06940775594222
7064575340,84897929,43.47902202238273
84783844,84783847,188.26195221958045
84783844,84860622,248.68842230911588
84783844,84842335,91.24743853424668
84783847,84889765,18.397130568502728
84783847,6595107375,155.7233479077433
84860622,84826197,70.54753174879622
84860622,6009479529,208.00703969195854
84842335,84842332,134.66310826659935
84842335,84859360,88.12908971007975
84889765,1280381393,130.2201255831646
84889765,1280381382,131.65157929304942
6595107375,6595128693,22.2892948374022
6595107375,6595128686,25.435273195031442
84784692,84833436,45.00592155872996
84784692,84833434,78.91007566027302
84784692,84890950,76.87611504746093
84833436,84931861,37.717867528047954
84833436,84910991,64.42717357257351
84833434,84833461,23.884752852232253
84833434,84903104,23.290315241628107
84890950,84910892,45.10751803324868
84890950,84910889,78.03243026822707
84785744,84785745,80.27652755985527
84785744,84912511,25.134730318061795
84785744,84844522,365.9113444414949
84785745,84912512,25.688970642000175
84785745,84871614,213.06779545441063
84912511,84909243,374.39788495434965
84912511,84912512,80.18357784496924
84844522,3529433179,15.356117019725257
84844522,84844523,80.33355397136212
84844522,4216395790,114.9451218664656
84912512,84909244,373.9647063801221
84871614,84844523,152.53309208399656
84871614,84871616,90.43800677959273
84785750,84887298,33.22546257074258
84785750,8318060834,46.947186236301974
84785750,84868197,52.529513751121
84887298,84785754,32.771388522041775
84887298,84891773,812.1707454658964
8318060834,84785754,345.722815554545
84868197,84868191,811.2953236313292
84868197,84887292,125.75198348470073
84785754,84887301,48.41312337925588
84887301,84887303,81.15552970992081
84887301,84936169,811.6732134082615
84884640,84884629,205.9822405347496
84787223,6009479539,11.310574301236132
84787223,84796392,35.91603586878296
84787223,6009479559,40.50453819043915
6009479539,84796392,37.57470390327262
6009479539,4567894683,3.9836954463948566
84796392,84863166,30.26734122735997
84788525,84788527,115.17778160556801
84788527,84861831,244.7092209168201
84861831,4105253366,172.1102832079458
84789755,84789765,171.79905917314778
84789755,84891580,172.26006226912983
84789755,84891560,249.98989704628764
84891580,84822978,110.57985448890742
84891580,84832018,236.8057399103684
84891580,84902496,53.99945822321007
84891560,84845518,161.0604485797275
84891560,12447242669,121.43260325645034
84790357,84907260,38.013444183583815
84907260,84862330,191.65799548970438
84907260,84907264,102.24148868201098
84790762,84903792,36.05635813564962
84903792,84843516,101.41452084832127
84903792,84902052,203.23219246933462
84903792,84945256,400.5695271182821
84790836,84853285,36.327433852886806
84853285,84853281,102.44202135013896
84853285,84915929,52.83059474166972
84853285,84931861,86.69794126823449
84884672,84916477,206.86452397810362
84884672,84891510,135.09030884055585
84793370,84821967,172.8029108416225
84821967,4293812305,191.88374551382844
84821967,84936089,651.970989012239
84793799,84793799,57.61959410543436
84822861,84822859,88.7204609891134
84822861,84822876,176.95297806835055
84822861,3708383662,65.12020285138404
84794854,84926989,184.10786736633355
84794854,84886864,285.773716669641
84926989,84926988,85.19118624857744
84926989,84935330,181.47078790640205
84886864,84825126,81.53962209298547
84886864,4228788899,162.34529080456892
84863166,84899783,135.1577818797883
84863166,84863175,268.56291799169304
84799244,3529433095,15.628897286823598
84799244,10118407818,112.19283997801782
84799244,10118400913,285.92313177745996
